gender,cgpa,stream,work_experience,internship_experience,technical_proficiency,communication_skills,leadership_role,num_projects,competitions_won,final_package
Male,4.54,HR,18.6,2.9,3.1,3.9,None,1,0,3 - 6 LPA
Female,7.56,Marketing,13.1,9.7,2.4,2.1,Member,0,0,3 - 6 LPA
Female,6.57,Finance,49.9,6.4,2.3,4.1,None,1,0,7 - 10 LPA
Prefer not to say,7.5,Operations,6.3,11.7,4.0,4.3,Coordinator,2,1,3 - 6 LPA
Female,6.2,Business Analytics,9.1,12.0,2.4,2.9,Member,7,2,7 - 10 LPA
Prefer not to say,9.27,Operations,0.5,12.3,2.1,3.5,Coordinator,0,0,3 - 6 LPA
Prefer not to say,9.49,International Business,16.5,15.1,3.7,2.9,Member,1,0,7 - 10 LPA
Female,9.96,Operations,6.1,1.0,3.1,4.0,Organizer,4,1,7 - 10 LPA
Male,8.35,Marketing,16.2,1.3,1.4,2.1,Coordinator,0,2,7 - 10 LPA
Prefer not to say,7.27,International Business,0.6,0.9,3.3,3.0,Coordinator,3,3,7 - 10 LPA
Male,9.66,Operations,1.1,3.9,3.0,3.8,Coordinator,0,0,3 - 6 LPA
Prefer not to say,7.47,HR,1.4,3.3,4.0,2.5,Organizer,0,1,3 - 6 LPA
Female,7.53,International Business,3.5,5.6,2.5,3.2,Member,2,1,3 - 6 LPA
Male,4.07,Finance,6.3,20.8,3.7,3.1,Coordinator,1,0,3 - 6 LPA
Male,8.33,Marketing,12.1,0.8,4.2,3.4,Coordinator,2,2,7 - 10 LPA
Prefer not to say,8.94,Business Analytics,2.6,1.3,3.2,4.1,Member,3,2,7 - 10 LPA
Prefer not to say,8.34,HR,2.8,2.3,2.7,4.0,Organizer,1,1,3 - 6 LPA
Prefer not to say,7.4,Finance,1.2,21.4,3.3,3.8,Coordinator,1,0,3 - 6 LPA
Female,5.94,Operations,10.5,30.0,4.0,1.0,Organizer,1,2,3 - 6 LPA
Female,9.61,Marketing,14.7,4.0,4.5,3.5,Member,1,3,11 - 15 LPA
Prefer not to say,6.25,International Business,74.1,6.8,4.8,2.2,Coordinator,1,2,11 - 15 LPA
Male,4.93,Operations,11.6,8.7,2.6,3.6,None,2,0,3 - 6 LPA
Prefer not to say,9.15,Marketing,1.7,0.9,3.4,1.5,Organizer,3,0,7 - 10 LPA
Male,4.8,Finance,7.9,5.4,3.8,2.5,Member,1,0,3 - 6 LPA
Male,8.74,Marketing,3.2,2.6,3.8,2.8,Organizer,1,0,3 - 6 LPA
Prefer not to say,5.2,Business Analytics,5.7,4.0,2.5,3.9,Member,1,0,3 - 6 LPA
Female,9.73,Operations,2.2,2.0,3.0,1.9,Member,1,1,7 - 10 LPA
Prefer not to say,8.63,Operations,15.4,7.2,3.9,2.9,None,3,0,7 - 10 LPA
Prefer not to say,5.9,HR,1.5,3.4,2.1,3.3,Organizer,3,2,3 - 6 LPA
Male,6.45,Marketing,16.8,5.1,4.1,5.0,Organizer,4,1,7 - 10 LPA
Male,5.69,Business Analytics,41.0,0.2,2.9,1.5,Joint Coordinator,2,0,7 - 10 LPA
Male,6.22,International Business,11.1,5.0,4.1,5.0,Joint Coordinator,2,0,3 - 6 LPA
Male,8.44,Business Analytics,4.9,4.1,3.1,1.0,Member,2,2,7 - 10 LPA
Male,7.4,Business Analytics,12.6,4.1,3.2,3.9,Member,1,1,3 - 6 LPA
Female,8.33,International Business,8.1,6.9,1.9,3.4,Organizer,2,1,7 - 10 LPA
Female,7.09,Finance,14.4,2.1,3.0,3.6,None,1,1,3 - 6 LPA
Male,5.16,HR,0.5,5.0,1.9,3.3,Coordinator,5,0,3 - 6 LPA
Female,6.67,Marketing,14.5,11.4,2.9,1.4,Member,2,0,3 - 6 LPA
Male,9.92,HR,9.7,4.6,3.1,1.5,Organizer,1,0,7 - 10 LPA
Prefer not to say,4.02,Operations,12.7,2.9,3.4,2.6,None,3,1,3 - 6 LPA
Female,8.88,Marketing,2.8,3.0,3.6,2.1,None,4,0,7 - 10 LPA
Male,6.57,Finance,2.5,3.4,4.1,4.1,Joint Coordinator,3,1,3 - 6 LPA
Male,7.62,HR,20.8,14.2,1.0,2.1,Member,2,1,7 - 10 LPA
Female,7.37,Operations,34.2,0.6,4.1,3.0,Joint Coordinator,2,0,7 - 10 LPA
Male,7.52,Marketing,2.0,1.0,3.7,3.8,Joint Coordinator,1,0,3 - 6 LPA
Female,9.0,Marketing,19.2,9.8,1.0,3.2,Coordinator,2,1,7 - 10 LPA
Prefer not to say,8.68,Finance,0.5,4.1,1.8,3.1,Organizer,5,0,7 - 10 LPA
Male,6.98,HR,13.3,9.1,2.5,2.7,None,1,2,7 - 10 LPA
Female,4.38,Business Analytics,50.2,0.0,4.2,1.8,Joint Coordinator,0,0,3 - 6 LPA
Female,4.46,International Business,13.1,13.6,5.0,4.1,Joint Coordinator,1,0,3 - 6 LPA
Prefer not to say,9.33,Operations,1.6,50.8,3.5,2.1,None,3,0,7 - 10 LPA
Prefer not to say,5.21,Marketing,25.8,1.8,2.2,1.2,Coordinator,2,1,3 - 6 LPA
Male,5.4,Finance,8.3,7.2,2.9,2.6,Joint Coordinator,1,1,3 - 6 LPA
Female,7.64,International Business,10.5,1.5,2.2,2.5,Organizer,0,2,7 - 10 LPA
Prefer not to say,7.69,Business Analytics,60.3,0.5,4.7,2.9,None,0,2,11 - 15 LPA
Male,8.93,Marketing,7.1,0.9,2.2,3.0,Member,1,1,7 - 10 LPA
Prefer not to say,6.75,Finance,3.3,2.7,3.6,2.2,None,1,0,3 - 6 LPA
Female,7.94,Finance,11.7,3.3,2.1,4.8,Organizer,5,0,7 - 10 LPA
Male,7.4,International Business,6.6,4.7,4.3,4.3,Member,2,0,3 - 6 LPA
Male,7.78,Operations,7.9,8.6,2.8,2.7,None,2,1,7 - 10 LPA
Female,4.22,Finance,1.5,5.2,2.6,3.6,Member,0,2,3 - 6 LPA
Female,6.31,International Business,2.6,0.7,3.3,3.1,Member,4,0,3 - 6 LPA
Male,8.22,Operations,7.0,2.3,1.8,4.2,Organizer,2,0,3 - 6 LPA
Prefer not to say,7.21,Operations,0.4,9.4,1.8,3.5,Organizer,1,1,3 - 6 LPA
Prefer not to say,5.64,Business Analytics,17.8,13.2,2.9,2.5,Joint Coordinator,2,0,3 - 6 LPA
Prefer not to say,4.37,HR,12.6,6.2,2.5,2.1,Member,2,2,3 - 6 LPA
Female,8.0,International Business,5.3,10.4,3.9,4.0,None,0,0,3 - 6 LPA
Female,8.17,HR,43.5,8.9,3.2,4.3,Member,3,1,11 - 15 LPA
Prefer not to say,4.24,Operations,35.9,1.0,3.7,3.4,Member,2,1,3 - 6 LPA
Male,7.93,Finance,17.0,4.1,3.5,3.2,None,4,1,7 - 10 LPA
Female,6.15,Finance,5.3,2.9,2.8,3.7,Organizer,4,1,3 - 6 LPA
Female,5.56,Business Analytics,5.1,1.2,4.1,1.5,None,3,1,3 - 6 LPA
Prefer not to say,6.35,Finance,19.5,1.5,2.6,1.8,None,4,0,3 - 6 LPA
Female,6.39,HR,11.1,4.3,2.1,1.9,Member,2,2,7 - 10 LPA
Male,8.79,Marketing,6.1,2.8,3.4,3.2,Joint Coordinator,3,2,7 - 10 LPA
Prefer not to say,7.22,HR,21.4,10.2,4.1,2.4,Joint Coordinator,3,0,7 - 10 LPA
Male,7.45,Business Analytics,35.9,0.2,3.0,4.3,Member,5,0,7 - 10 LPA
Female,5.45,Business Analytics,20.3,1.0,3.2,2.9,Organizer,2,1,3 - 6 LPA
Female,4.06,Business Analytics,5.0,2.9,3.1,2.1,Organizer,1,3,3 - 6 LPA
Female,9.81,HR,36.8,4.8,3.5,4.7,Joint Coordinator,6,2,16 - 20 LPA
Male,8.59,Finance,13.1,0.7,3.8,3.0,Organizer,2,2,7 - 10 LPA
Female,6.03,International Business,15.6,14.9,2.6,1.8,Coordinator,1,2,3 - 6 LPA
Male,7.4,HR,32.5,2.3,4.1,3.8,None,1,1,7 - 10 LPA
Prefer not to say,5.6,Operations,54.4,4.2,2.7,3.4,Member,4,3,11 - 15 LPA
Female,9.42,Finance,41.6,5.4,3.5,2.5,Coordinator,3,1,11 - 15 LPA
Male,9.68,HR,5.3,1.4,1.9,4.1,Coordinator,4,1,7 - 10 LPA
Male,7.79,HR,7.8,0.6,2.9,3.6,Joint Coordinator,2,0,3 - 6 LPA
Female,4.89,HR,2.7,1.3,4.9,1.8,Organizer,1,3,3 - 6 LPA
Prefer not to say,7.99,HR,2.8,10.2,2.5,2.1,Joint Coordinator,3,2,7 - 10 LPA
Prefer not to say,7.54,Finance,12.7,0.7,2.4,2.2,None,3,1,7 - 10 LPA
Prefer not to say,8.51,International Business,2.7,4.0,2.0,3.7,Member,0,1,3 - 6 LPA
Female,7.53,Marketing,21.0,2.4,3.8,3.0,Member,2,3,11 - 15 LPA
Female,5.68,HR,2.1,16.2,3.8,2.8,Member,1,0,3 - 6 LPA
Female,7.58,Business Analytics,28.0,2.9,2.8,3.3,None,3,0,7 - 10 LPA
Prefer not to say,4.27,Marketing,34.7,18.4,3.9,3.9,Organizer,1,2,7 - 10 LPA
Prefer not to say,8.68,Finance,7.9,0.9,2.8,4.4,None,2,0,3 - 6 LPA
Male,8.46,Finance,12.8,3.1,5.0,2.5,Member,1,0,3 - 6 LPA
Male,6.33,Business Analytics,10.4,1.1,1.4,1.5,Joint Coordinator,2,1,3 - 6 LPA
Prefer not to say,9.04,Operations,36.8,3.1,2.5,3.7,Member,1,0,7 - 10 LPA
Prefer not to say,6.38,Business Analytics,7.0,3.2,2.0,3.8,Organizer,0,1,3 - 6 LPA
Male,4.36,HR,2.2,4.3,3.5,2.7,None,1,2,3 - 6 LPA
Female,6.12,International Business,0.3,4.0,3.6,1.8,Organizer,2,3,3 - 6 LPA
Female,7.92,Business Analytics,1.9,2.1,4.0,3.5,None,3,2,7 - 10 LPA
Male,6.97,HR,9.0,11.3,3.0,3.0,Coordinator,1,1,3 - 6 LPA
Male,6.54,HR,1.3,5.5,3.1,2.7,None,2,0,3 - 6 LPA
Male,5.88,Business Analytics,9.4,6.2,2.5,4.8,None,4,1,3 - 6 LPA
Female,6.47,HR,9.4,3.5,1.9,3.4,Joint Coordinator,3,1,3 - 6 LPA
Female,7.03,International Business,20.4,1.5,3.7,2.0,Member,1,1,7 - 10 LPA
Prefer not to say,8.15,Operations,0.0,5.3,4.5,3.6,Joint Coordinator,2,0,3 - 6 LPA
Prefer not to say,6.02,Marketing,1.1,9.7,2.6,4.3,Member,1,2,3 - 6 LPA
Male,7.73,Finance,4.5,1.5,3.1,2.7,Joint Coordinator,1,0,3 - 6 LPA
Female,5.88,Operations,16.6,1.4,2.7,3.6,Member,1,0,3 - 6 LPA
Prefer not to say,4.44,Operations,5.2,11.8,3.7,3.4,Member,0,1,3 - 6 LPA
Female,8.33,Business Analytics,52.7,10.1,3.0,2.9,Joint Coordinator,0,0,11 - 15 LPA
Female,4.48,Marketing,4.9,2.2,1.4,1.4,Member,1,0,3 - 6 LPA
Male,7.76,Business Analytics,12.7,1.0,2.6,3.9,Coordinator,2,1,7 - 10 LPA
Prefer not to say,5.56,Business Analytics,35.2,2.2,2.0,4.3,Member,1,2,7 - 10 LPA
Female,4.36,Marketing,38.3,13.2,1.0,5.0,Joint Coordinator,1,1,3 - 6 LPA
Prefer not to say,8.46,Operations,0.5,5.4,4.2,3.2,Joint Coordinator,4,2,7 - 10 LPA
Prefer not to say,7.35,Operations,1.8,0.2,4.2,4.2,Organizer,2,0,3 - 6 LPA
Male,9.19,Finance,10.5,1.9,3.5,3.3,Coordinator,3,2,11 - 15 LPA
Female,7.14,HR,17.4,1.5,2.7,3.1,Joint Coordinator,2,0,3 - 6 LPA
Female,9.27,International Business,16.8,4.1,2.4,1.9,Member,1,1,7 - 10 LPA
Female,6.86,Marketing,1.7,0.7,4.4,2.6,Organizer,1,0,3 - 6 LPA
Male,5.88,Finance,13.6,5.2,2.4,4.1,Organizer,1,1,3 - 6 LPA
Female,9.09,Business Analytics,48.5,5.1,4.2,2.8,Joint Coordinator,0,0,11 - 15 LPA
Male,9.07,Finance,19.8,3.2,2.7,3.8,Member,2,0,7 - 10 LPA
Female,9.5,International Business,3.0,1.1,2.1,3.0,Coordinator,1,1,7 - 10 LPA
Male,8.83,Finance,13.4,2.9,3.2,3.0,None,2,0,7 - 10 LPA
Female,4.22,Business Analytics,71.9,23.3,1.8,2.0,None,1,1,7 - 10 LPA
Prefer not to say,9.2,Business Analytics,20.6,6.2,3.8,3.9,Joint Coordinator,2,3,11 - 15 LPA
Prefer not to say,4.09,HR,23.7,11.5,3.6,3.2,Member,2,2,3 - 6 LPA
Prefer not to say,7.63,International Business,22.0,0.7,2.7,2.1,Member,1,0,3 - 6 LPA
Female,4.78,Finance,14.2,7.0,3.3,4.9,Coordinator,6,0,3 - 6 LPA
Male,8.1,Business Analytics,2.2,2.1,5.0,3.0,Coordinator,3,1,7 - 10 LPA
Female,9.14,Operations,7.5,3.8,4.3,2.7,None,3,2,7 - 10 LPA
Prefer not to say,6.21,HR,12.0,3.2,3.2,3.5,None,2,0,3 - 6 LPA
Female,8.24,Business Analytics,52.5,11.8,4.5,3.2,Organizer,3,1,11 - 15 LPA
Male,5.07,International Business,19.1,1.2,3.2,1.8,Coordinator,4,1,3 - 6 LPA
Prefer not to say,6.2,Business Analytics,4.6,1.0,1.4,1.8,Organizer,3,0,3 - 6 LPA
Prefer not to say,7.21,HR,0.0,9.3,1.0,4.7,Organizer,2,0,3 - 6 LPA
Male,4.5,Business Analytics,10.5,1.0,2.3,3.9,Joint Coordinator,0,0,3 - 6 LPA
Prefer not to say,6.14,International Business,0.5,0.9,1.8,1.9,Organizer,2,0,3 - 6 LPA
Female,7.8,International Business,24.5,19.9,3.8,3.5,Joint Coordinator,0,1,7 - 10 LPA
Prefer not to say,4.45,Marketing,10.1,1.0,3.9,3.9,Organizer,2,0,3 - 6 LPA
Male,6.81,Finance,17.8,2.9,4.7,5.0,None,1,1,3 - 6 LPA
Male,8.14,HR,1.8,4.0,2.5,3.3,None,2,2,7 - 10 LPA
Prefer not to say,4.04,HR,2.1,5.2,1.0,2.9,Member,3,1,3 - 6 LPA
Male,6.02,International Business,35.9,3.6,5.0,3.4,Member,0,2,7 - 10 LPA
Male,8.63,Business Analytics,31.1,3.0,2.4,3.8,Organizer,1,0,7 - 10 LPA
Prefer not to say,4.57,Marketing,5.8,0.2,1.5,4.0,None,1,0,3 - 6 LPA
Male,6.45,Marketing,7.2,0.8,2.1,3.7,Member,3,0,3 - 6 LPA
Female,7.1,Business Analytics,11.2,0.8,3.7,2.3,Organizer,0,1,3 - 6 LPA
Female,8.13,Finance,0.6,5.3,3.9,3.0,Member,0,0,3 - 6 LPA
Female,8.02,Marketing,7.0,5.9,3.1,1.0,Coordinator,1,1,3 - 6 LPA
Prefer not to say,5.77,International Business,77.3,7.9,4.1,2.6,Member,2,0,11 - 15 LPA
Female,5.48,HR,11.6,2.1,3.3,3.8,Member,6,0,3 - 6 LPA
Male,6.68,Business Analytics,41.1,6.5,3.3,3.5,Coordinator,2,1,7 - 10 LPA
Female,7.67,Marketing,26.2,1.8,2.2,3.6,Member,2,0,7 - 10 LPA
Male,6.17,HR,16.5,4.9,3.7,5.0,Member,3,1,7 - 10 LPA
Female,5.82,Business Analytics,3.9,1.5,1.7,4.5,Organizer,2,1,3 - 6 LPA
Male,4.34,Operations,1.7,1.9,3.4,2.7,Member,7,0,3 - 6 LPA
Prefer not to say,7.5,Business Analytics,6.1,14.5,4.6,4.0,Coordinator,0,1,3 - 6 LPA
Female,8.24,Finance,7.2,22.5,4.2,4.3,Joint Coordinator,4,1,7 - 10 LPA
Male,7.74,Operations,9.5,5.9,4.0,4.5,Coordinator,3,1,7 - 10 LPA
Female,7.17,Marketing,17.2,0.8,4.1,2.4,Member,1,2,7 - 10 LPA
Female,9.2,Finance,7.5,7.4,2.1,4.1,Coordinator,4,2,11 - 15 LPA
Male,7.95,International Business,3.7,3.1,4.6,2.5,Joint Coordinator,1,0,3 - 6 LPA
Female,6.84,HR,20.0,8.2,2.0,3.0,Joint Coordinator,1,1,7 - 10 LPA
Prefer not to say,6.79,Marketing,16.7,20.1,4.0,3.9,None,4,1,7 - 10 LPA
Prefer not to say,8.65,Finance,30.7,3.7,2.3,2.3,Organizer,1,1,7 - 10 LPA
Male,5.01,International Business,13.0,2.8,1.6,2.8,None,2,0,3 - 6 LPA
Prefer not to say,6.61,International Business,9.3,4.5,2.5,3.1,Member,1,1,3 - 6 LPA
Male,9.03,Business Analytics,42.8,3.2,5.0,2.0,Member,2,0,11 - 15 LPA
Female,8.58,Marketing,3.7,0.9,4.9,3.7,Member,2,1,7 - 10 LPA
Male,9.84,Business Analytics,0.8,2.1,1.0,4.3,Member,1,0,3 - 6 LPA
Male,6.94,HR,2.6,7.1,3.6,3.9,None,2,0,3 - 6 LPA
Male,6.94,Marketing,0.9,0.6,3.6,2.9,Coordinator,2,0,3 - 6 LPA
Male,6.27,Marketing,3.5,0.5,3.8,4.8,Organizer,3,0,3 - 6 LPA
Male,9.51,International Business,16.6,1.7,1.6,4.7,Member,3,1,11 - 15 LPA
Male,4.39,Marketing,5.5,3.4,3.9,1.7,Member,2,0,3 - 6 LPA
Prefer not to say,7.9,Finance,48.8,1.3,3.2,3.8,Member,1,1,11 - 15 LPA
Male,8.33,Business Analytics,24.8,4.5,2.3,2.6,Member,2,1,7 - 10 LPA
Female,9.19,HR,9.7,33.8,3.7,3.5,Member,0,0,3 - 6 LPA
Male,4.81,Operations,9.3,7.6,2.9,2.9,Joint Coordinator,2,0,3 - 6 LPA
Prefer not to say,8.08,Business Analytics,11.7,6.3,2.0,2.0,None,4,3,11 - 15 LPA
Male,5.01,Finance,17.4,19.8,1.8,4.5,Joint Coordinator,3,0,3 - 6 LPA
Female,8.42,HR,27.2,7.5,1.8,3.6,Joint Coordinator,4,3,11 - 15 LPA
Female,7.75,International Business,28.9,1.6,5.0,2.0,Organizer,1,0,7 - 10 LPA
Female,5.41,Finance,5.9,2.0,3.9,3.2,Organizer,2,1,3 - 6 LPA
Male,6.17,International Business,23.4,8.1,1.9,3.2,None,3,0,3 - 6 LPA
Prefer not to say,5.27,Operations,2.1,1.7,3.4,1.9,Organizer,5,1,3 - 6 LPA
Male,4.72,Finance,15.9,4.0,2.6,4.5,Organizer,0,1,3 - 6 LPA
Prefer not to say,5.13,Business Analytics,4.9,32.1,3.1,1.0,None,6,1,3 - 6 LPA
Male,8.11,International Business,14.6,8.5,1.8,3.2,Member,2,1,7 - 10 LPA
Prefer not to say,4.99,Finance,1.0,10.8,1.9,3.4,Joint Coordinator,3,0,3 - 6 LPA
Male,9.01,Operations,10.7,4.9,3.1,2.8,Organizer,1,0,7 - 10 LPA
Prefer not to say,4.87,International Business,45.9,7.1,1.3,3.8,Organizer,1,3,7 - 10 LPA
Prefer not to say,7.03,Finance,4.5,1.5,2.2,3.1,Organizer,0,3,7 - 10 LPA
Prefer not to say,4.64,International Business,13.1,11.3,2.0,3.6,Organizer,0,0,3 - 6 LPA
Prefer not to say,7.67,Business Analytics,0.6,8.1,2.6,3.2,Coordinator,4,1,7 - 10 LPA
Male,8.65,Operations,10.5,15.9,3.7,2.0,None,2,1,7 - 10 LPA
Female,4.18,Business Analytics,6.1,1.9,2.5,4.2,Member,1,0,3 - 6 LPA
Prefer not to say,4.18,Finance,3.7,2.8,3.1,3.0,Member,1,0,3 - 6 LPA
Prefer not to say,9.39,Marketing,18.0,9.4,3.6,1.8,Joint Coordinator,2,1,7 - 10 LPA
Prefer not to say,9.96,Marketing,0.4,0.3,3.9,2.5,Organizer,1,0,3 - 6 LPA
Prefer not to say,4.47,Business Analytics,14.0,1.3,4.0,3.7,Member,1,2,3 - 6 LPA
Prefer not to say,4.7,Marketing,10.5,15.3,4.2,2.8,Coordinator,1,0,3 - 6 LPA
Female,4.28,Business Analytics,3.3,13.4,4.3,3.8,Joint Coordinator,2,2,3 - 6 LPA
Male,9.98,Business Analytics,7.3,11.6,2.6,3.5,Joint Coordinator,0,2,7 - 10 LPA
Male,6.99,Finance,14.5,9.0,2.0,3.7,None,2,1,7 - 10 LPA
Prefer not to say,8.81,Business Analytics,2.2,1.2,1.0,2.5,Member,3,0,3 - 6 LPA
Female,6.52,Finance,9.0,5.5,3.9,2.2,Joint Coordinator,0,1,3 - 6 LPA
Prefer not to say,5.24,Marketing,26.2,5.7,3.0,5.0,Member,3,0,3 - 6 LPA
Female,4.99,International Business,73.8,3.1,3.5,2.9,None,0,5,16 - 20 LPA
Male,5.32,Finance,19.7,23.0,1.3,3.2,None,2,2,7 - 10 LPA
Female,5.84,HR,2.5,5.9,1.2,3.9,Joint Coordinator,1,2,3 - 6 LPA
Prefer not to say,9.11,Marketing,10.6,4.5,3.7,2.1,None,2,0,7 - 10 LPA
Prefer not to say,5.04,Finance,25.0,1.8,3.3,2.9,None,1,0,3 - 6 LPA
Prefer not to say,5.63,International Business,13.5,8.4,3.6,2.6,Joint Coordinator,0,0,3 - 6 LPA
Female,9.82,Operations,2.2,13.1,2.6,3.2,Organizer,3,1,7 - 10 LPA
Female,7.84,International Business,3.6,0.5,3.4,2.2,Coordinator,1,0,3 - 6 LPA
Female,4.54,Marketing,0.7,6.5,4.8,4.0,None,4,1,3 - 6 LPA
Male,6.61,International Business,28.4,0.7,4.7,3.5,None,3,1,7 - 10 LPA
Male,8.79,Finance,0.5,1.6,4.3,1.8,Coordinator,1,0,3 - 6 LPA
Prefer not to say,5.55,Operations,2.9,1.4,2.5,4.4,None,4,1,3 - 6 LPA
Male,7.28,Finance,13.2,1.7,3.0,4.5,Member,0,2,7 - 10 LPA
Female,4.23,International Business,24.7,22.4,3.5,2.8,Organizer,3,0,3 - 6 LPA
Male,7.15,International Business,2.1,3.7,3.0,3.1,Joint Coordinator,2,0,3 - 6 LPA
Female,5.56,Finance,29.4,10.0,3.7,3.7,Member,2,0,3 - 6 LPA
Female,6.36,HR,2.6,3.0,3.8,1.4,Member,2,1,3 - 6 LPA
Prefer not to say,8.13,Finance,16.7,18.1,1.5,2.0,Joint Coordinator,1,2,7 - 10 LPA
Female,4.95,Marketing,4.8,0.6,1.9,2.2,None,1,2,3 - 6 LPA
Female,4.02,Business Analytics,3.7,15.3,3.0,2.8,Organizer,3,1,3 - 6 LPA
Female,5.53,Business Analytics,24.7,1.0,4.9,2.9,Organizer,4,1,7 - 10 LPA
Prefer not to say,4.39,International Business,5.3,3.1,1.8,5.0,Organizer,3,1,3 - 6 LPA
Male,5.86,Business Analytics,30.2,2.4,3.3,1.4,Coordinator,0,1,3 - 6 LPA
Female,6.3,Business Analytics,23.5,6.5,5.0,1.5,None,2,0,3 - 6 LPA
Female,6.09,Operations,3.1,0.1,3.5,2.5,Member,2,1,3 - 6 LPA
Prefer not to say,6.8,International Business,1.0,5.5,2.1,1.1,Joint Coordinator,3,0,3 - 6 LPA
Female,7.73,Business Analytics,31.8,8.8,3.2,1.5,Organizer,1,1,7 - 10 LPA
Female,5.58,Business Analytics,45.9,1.6,3.6,3.9,Member,0,0,7 - 10 LPA
Female,8.48,Marketing,4.8,24.0,1.6,3.2,Organizer,2,0,3 - 6 LPA
Prefer not to say,8.61,Business Analytics,2.9,2.9,1.8,2.2,Joint Coordinator,3,2,7 - 10 LPA
Male,9.08,Marketing,11.9,5.5,3.1,3.7,Coordinator,0,1,7 - 10 LPA
Prefer not to say,7.01,International Business,3.4,2.1,2.3,4.8,Member,3,2,7 - 10 LPA
Female,6.3,Business Analytics,7.9,3.4,4.3,2.0,None,0,2,3 - 6 LPA
Female,4.26,International Business,18.6,8.0,3.9,2.0,Organizer,0,1,3 - 6 LPA
Female,8.17,HR,11.4,18.7,3.9,5.0,Member,0,1,3 - 6 LPA
Prefer not to say,5.89,Marketing,22.2,0.4,4.1,3.5,Organizer,3,0,3 - 6 LPA
Male,4.7,Marketing,15.3,11.4,1.6,3.3,Organizer,1,0,3 - 6 LPA
Prefer not to say,7.27,Finance,29.7,6.9,2.4,3.8,Joint Coordinator,3,0,7 - 10 LPA
Female,5.56,HR,12.6,0.5,2.8,3.3,Member,1,0,3 - 6 LPA
Prefer not to say,8.16,HR,13.4,10.0,3.6,2.7,Member,0,2,7 - 10 LPA
Female,4.47,International Business,13.9,0.2,5.0,3.0,Member,3,0,3 - 6 LPA
Prefer not to say,8.39,Marketing,40.3,22.0,3.7,2.3,Member,2,0,7 - 10 LPA
Female,8.93,International Business,23.7,21.6,2.1,1.2,Joint Coordinator,5,1,11 - 15 LPA
Female,5.94,Marketing,56.5,7.8,4.6,2.9,None,1,1,7 - 10 LPA
Female,9.89,International Business,0.6,4.3,1.6,3.6,Member,2,1,7 - 10 LPA
Male,9.18,International Business,0.2,0.0,3.3,3.1,Member,2,2,7 - 10 LPA
Male,6.59,HR,1.8,1.0,2.1,3.2,Member,1,1,3 - 6 LPA
Prefer not to say,7.0,Finance,39.6,0.1,4.1,3.4,Joint Coordinator,1,0,7 - 10 LPA
Prefer not to say,7.86,Operations,12.1,1.6,3.5,3.7,None,2,1,7 - 10 LPA
Male,8.15,Marketing,4.1,5.1,3.5,2.2,Coordinator,0,0,3 - 6 LPA
Male,5.1,International Business,0.6,8.2,3.2,2.0,Member,3,0,3 - 6 LPA
Female,6.18,Business Analytics,18.8,0.2,3.9,2.7,Member,1,0,3 - 6 LPA
Male,4.24,Operations,43.0,10.0,5.0,5.0,None,3,2,7 - 10 LPA
Female,6.51,Finance,35.4,14.0,3.0,3.2,None,1,0,7 - 10 LPA
Female,8.36,International Business,4.0,5.6,3.1,4.2,Organizer,3,1,7 - 10 LPA
Prefer not to say,6.2,International Business,22.4,14.1,3.9,3.3,None,0,0,3 - 6 LPA
Prefer not to say,5.93,HR,5.4,1.1,2.8,4.0,Member,2,2,3 - 6 LPA
Prefer not to say,4.01,Marketing,40.6,1.6,3.2,5.0,Coordinator,1,3,7 - 10 LPA
Prefer not to say,4.61,HR,2.6,4.4,2.8,2.9,None,4,0,3 - 6 LPA
Female,6.98,International Business,19.6,7.8,4.3,1.0,Joint Coordinator,4,2,7 - 10 LPA
Prefer not to say,5.77,Business Analytics,13.8,1.5,1.8,3.2,Member,3,0,3 - 6 LPA
Male,5.99,Finance,10.3,1.7,3.7,4.0,None,1,0,3 - 6 LPA
Male,7.58,Marketing,3.6,0.1,3.4,2.9,Coordinator,2,0,3 - 6 LPA
Prefer not to say,4.07,Business Analytics,46.7,2.1,1.0,2.1,Member,2,2,7 - 10 LPA
Prefer not to say,7.02,HR,24.4,1.9,3.5,2.3,Member,4,2,11 - 15 LPA
Male,5.61,Finance,44.0,2.3,2.5,4.5,Organizer,1,0,7 - 10 LPA
Prefer not to say,8.09,Finance,2.9,14.9,2.5,3.9,Joint Coordinator,1,3,7 - 10 LPA
Male,5.1,Operations,3.5,4.3,2.6,3.1,None,3,1,3 - 6 LPA
Female,8.79,Operations,3.2,3.3,3.3,1.0,None,1,1,7 - 10 LPA
Male,5.25,Finance,66.6,12.0,3.3,3.7,Coordinator,1,1,11 - 15 LPA
Male,6.98,Finance,7.6,1.4,3.1,3.0,Joint Coordinator,2,0,3 - 6 LPA
Female,7.67,Business Analytics,34.0,4.9,2.7,4.7,Member,6,1,11 - 15 LPA
Prefer not to say,6.59,Marketing,12.5,3.7,3.3,2.8,None,0,0,3 - 6 LPA
Male,6.11,Marketing,20.8,4.9,2.6,3.7,Joint Coordinator,1,0,3 - 6 LPA
Female,6.31,Marketing,6.6,1.0,2.7,4.0,Joint Coordinator,3,3,7 - 10 LPA
Female,4.21,Marketing,9.8,13.0,3.7,3.4,Member,1,2,3 - 6 LPA
Female,4.68,Business Analytics,11.6,8.5,2.0,2.7,Member,2,2,3 - 6 LPA
